web_id,url,title,type,price,deposit,private_owner,professional_name,floor_built,floor_area,floor,year_built,orientation,bedrooms,bathrooms,second_hand,lift,garage_included,furnished,equipped_kitchen,fitted_wardrobes,air_conditioning,terrace,balcony,storeroom,swimming_pool,garden_area,location,district,subdistrict,postalcode,last_update
97927582,https://www.idealista.com/en/inmueble/97927582/,Penthouse for rent in Chueca-Justicia,Penthouse,3350,,False,mivivienda.es,160,146,6th,,south,3,3,True,True,False,True,True,False,True,False,False,False,False,False,", Subdistrict Chueca-Justicia, District Centro, Madrid, Madrid city, Madrid",Centro,Chueca-Justicia,28004,4 November
99270834,https://www.idealista.com/en/inmueble/99270834/,Flat / apartment for rent in calle de Fernando VI,Flat,8500,1,False,Be Premium Real Estate,220,200,4th,,,3,4,True,True,False,True,True,True,True,False,False,False,False,False,"Calle de Fernando VI, Subdistrict Chueca-Justicia, District Centro, Madrid, Madrid city, Madrid",Centro,Chueca-Justicia,28004,25 October
99270593,https://www.idealista.com/en/inmueble/99270593/,"Flat / apartment for rent in calle san nicolás, 2",Flat,3600,,False,Home Club,89,,3rd,,,2,2,True,True,False,True,True,True,False,False,False,False,False,False,"Calle san nicolás, 2, Subdistrict Palacio, District Centro, Madrid, Madrid city, Madrid",Centro,Palacio,28013,28 October
99271639,https://www.idealista.com/en/inmueble/99271639/,Flat / apartment for rent in Malasaña-Universidad,Flat,1200,,False,Area Casa,50,49,3rd,,,1,1,True,True,False,True,True,False,False,False,False,False,False,False,", Subdistrict Malasaña-Universidad, District Centro, Madrid, Madrid city, Madrid",Centro,Malasaña-Universidad,,26 October
99271905,https://www.idealista.com/en/inmueble/99271905/,Flat / apartment for rent in Huertas-Cortes,Flat,6700,,False,BARNES International,316,,2nd,1950,,3,3,True,True,False,False,False,False,True,False,True,False,False,False,", Subdistrict Huertas-Cortes, District Centro, Madrid, Madrid city, Madrid",Centro,Huertas-Cortes,,3 November
99273112,https://www.idealista.com/en/inmueble/99273112/,Flat / apartment for rent in calle de Bárbara de Braganza,Flat,3900,,False,Home Select,175,,1st,,,3,3,True,True,False,True,True,True,True,False,True,False,False,False,"Calle de Bárbara de Braganza, Subdistrict Chueca-Justicia, District Centro, Madrid, Madrid city, Madrid",Centro,Chueca-Justicia,,21 October
97149863,https://www.idealista.com/en/inmueble/97149863/,Flat / apartment for rent in calle de Toledo,Flat,1600,,False,Modus Home Realtors,60,50,3rd,1860,east,1,1,True,True,False,True,True,True,True,False,True,False,False,False,"Calle de Toledo, Subdistrict Sol, District Centro, Madrid, Madrid city, Madrid",Centro,Sol,28005,6 November
99273572,https://www.idealista.com/en/inmueble/99273572/,Flat / apartment for rent in calle de San Vicente Ferrer,Flat,899,1,False,ARTECASAS MADRID Y ALICANTE,35,,4th,,,2,1,True,True,False,True,True,False,True,False,False,False,False,False,"Calle de San Vicente Ferrer, Subdistrict Malasaña-Universidad, District Centro, Madrid, Madrid city, Madrid",Centro,Malasaña-Universidad,,7 November
99274032,https://www.idealista.com/en/inmueble/99274032/,"Flat / apartment for rent in C. de la Esperanza, 10",Flat,1450,2,False,ASR HOME Madrid,75,60,1st,,,2,2,True,True,False,True,True,True,False,True,False,False,False,False,"C. de la Esperanza, 10, Subdistrict Lavapiés-Embajadores, District Centro, Madrid, Madrid city, Madrid",Centro,Lavapiés-Embajadores,28012,7 November
99274614,https://www.idealista.com/en/inmueble/99274614/,Flat / apartment for rent in calle de Calatrava,Flat,3500,,False,aproperties real estate assets spain,130,,2nd,2020,south,3,3,True,True,False,True,True,True,True,False,True,False,False,False,"Calle de Calatrava, Subdistrict Palacio, District Centro, Madrid, Madrid city, Madrid",Centro,Palacio,28005,5 November
87819999,https://www.idealista.com/en/inmueble/87819999/,Penthouse for rent in plaza del General Vara de Rey,Penthouse,1000,2,False,iRent Madrid,40,,6th,2009,south,0,1,True,True,True,True,True,True,True,False,False,True,False,False,"Plaza del General Vara de Rey, Subdistrict Lavapiés-Embajadores, District Centro, Madrid, Madrid city, Madrid",Centro,Lavapiés-Embajadores,28005,3 November
95598323,https://www.idealista.com/en/inmueble/95598323/,"Flat / apartment for rent in calle de Lavapiés, 40",Flat,1400,1,False,findoo.es,69,61,2nd,1900,east,3,1,True,True,False,True,True,True,False,False,True,False,False,False,"Calle de Lavapiés, 40, Subdistrict Lavapiés-Embajadores, District Centro, Madrid, Madrid city, Madrid",Centro,Lavapiés-Embajadores,28012,4 November
